level,seed,gates_passed,n_gates,lap_time,crashed,crash_reason,max_velocity,gate_times,approach_angles,loop_latency_p50,loop_latency_p99,rollout_score
2,4,0,4,2.32,True,out_of_bounds,1.31,[],[],0.034,0.152,0.0
2,5,0,4,1.78,True,out_of_bounds,1.301,[],[],0.032,0.291,0.0
0,5,3,4,7.66,True,out_of_bounds,1.711,"[2.42, 4.56, 6.74]","[2.25, 4.88, 23.84]",0.033,1.069,0.375
0,4,3,4,7.66,True,out_of_bounds,1.679,"[2.44, 4.56, 6.74]","[2.09, 8.17, 22.33]",0.033,1.025,0.375
0,2,3,4,7.66,True,out_of_bounds,1.699,"[2.42, 4.54, 6.74]","[2.22, 6.89, 20.75]",0.032,0.825,0.375
1,3,3,4,7.66,True,out_of_bounds,1.715,"[2.42, 4.56, 6.74]","[2.92, 8.24, 22.54]",0.032,1.123,0.375
1,1,3,4,7.66,True,out_of_bounds,1.686,"[2.44, 4.54, 6.74]","[4.22, 6.85, 22.91]",0.031,0.875,0.375
1,5,3,4,7.66,True,out_of_bounds,1.725,"[2.42, 4.56, 6.74]","[2.93, 5.06, 24.11]",0.033,0.472,0.375
0,3,3,4,7.66,True,out_of_bounds,1.7,"[2.42, 4.56, 6.74]","[2.67, 8.74, 22.41]",0.032,0.633,0.375
2,1,2,4,4.7,True,out_of_bounds,1.319,"[2.3, 4.66]","[7.45, 10.31]",0.031,0.325,0.25
2,2,2,4,6.74,True,out_of_bounds,1.689,"[2.44, 4.44]","[6.44, 7.27]",0.032,0.637,0.25
0,1,3,4,7.66,True,out_of_bounds,1.697,"[2.42, 4.56, 6.74]","[3.3, 7.92, 22.72]",0.036,0.416,0.375
1,2,3,4,7.64,True,out_of_bounds,1.689,"[2.42, 4.56, 6.74]","[1.76, 6.77, 21.05]",0.035,0.365,0.375
1,4,3,4,7.68,True,out_of_bounds,1.687,"[2.44, 4.56, 6.74]","[2.3, 7.07, 22.36]",0.035,0.386,0.375
2,3,3,4,8.62,True,out_of_bounds,1.715,"[2.36, 4.58, 6.72]","[5.34, 19.14, 21.91]",0.036,0.586,0.375
3,1,1,4,5.7,True,out_of_bounds,1.263,[1.36],[15.54],0.065,0.382,0.125
3,3,0,4,30.0,False,timeout,1.292,[],[],0.016,0.036,0.0
3,2,0,4,30.0,False,timeout,1.253,[],[],0.017,0.038,0.0
3,5,0,4,30.0,False,timeout,1.302,[],[],0.017,0.037,0.0
3,4,0,4,30.0,False,timeout,1.269,[],[],0.017,0.039,0.0
