level,seed,gates_passed,n_gates,lap_time,crashed,crash_reason,max_velocity,gate_times,approach_angles,loop_latency_p50,loop_latency_p99,rollout_score
2,2,0,4,2.3,True,out_of_bounds,1.473,[],[],0.023,0.388,0.0
1,5,2,4,8.02,True,out_of_bounds,1.456,"[2.24, 5.84]","[13.68, 0.85]",0.022,0.283,0.25
0,2,2,4,8.06,True,out_of_bounds,1.46,"[2.26, 5.88]","[14.93, 1.32]",0.023,0.486,0.25
0,5,2,4,8.04,True,out_of_bounds,1.443,"[2.28, 5.88]","[12.54, 1.56]",0.023,0.166,0.25
0,4,2,4,8.02,True,out_of_bounds,1.429,"[2.28, 5.88]","[14.71, 3.53]",0.02,0.326,0.25
2,4,2,4,7.92,True,out_of_bounds,1.445,"[2.2, 5.94]","[8.17, 4.68]",0.02,0.315,0.25
0,1,2,4,8.04,True,out_of_bounds,1.477,"[2.26, 5.86]","[16.61, 1.04]",0.022,0.444,0.25
0,3,2,4,8.06,True,out_of_bounds,1.422,"[2.26, 5.88]","[14.72, 0.53]",0.023,0.47,0.25
1,1,2,4,8.0,True,out_of_bounds,1.469,"[2.24, 5.84]","[17.23, 2.33]",0.023,0.227,0.25
1,4,2,4,8.0,True,out_of_bounds,1.445,"[2.24, 5.86]","[15.57, 4.15]",0.023,0.488,0.25
1,3,2,4,8.1,True,out_of_bounds,1.463,"[2.3, 5.94]","[16.64, 3.55]",0.023,0.487,0.25
2,1,2,4,8.16,True,out_of_bounds,1.469,"[2.08, 6.02]","[31.46, 9.56]",0.023,0.524,0.25
2,3,2,4,7.96,True,out_of_bounds,1.463,"[2.2, 5.96]","[29.24, 10.71]",0.022,0.379,0.25
1,2,2,4,8.06,True,out_of_bounds,1.473,"[2.26, 5.9]","[16.09, 2.73]",0.023,0.529,0.25
2,5,2,4,8.28,True,out_of_bounds,1.456,"[2.38, 6.04]","[8.04, 8.23]",0.024,0.271,0.25
3,1,1,4,10.8,True,out_of_bounds,0.84,[3.84],[2.75],0.027,0.745,0.125
3,5,0,4,5.52,True,out_of_bounds,0.755,[],[],0.011,0.027,0.0
3,2,0,4,30.0,False,timeout,0.881,[],[],0.01,0.025,0.0
3,3,0,4,30.0,False,timeout,0.877,[],[],0.01,0.026,0.0
3,4,0,4,30.0,False,timeout,0.839,[],[],0.01,0.027,0.0
