level,seed,gates_passed,n_gates,lap_time,crashed,crash_reason,max_velocity,gate_times,approach_angles,loop_latency_p50,loop_latency_p99,rollout_score
2,2,0,4,2.3,True,out_of_bounds,1.421,[],[],0.023,0.091,0.0
1,1,4,4,11.22,False,completed,1.413,"[2.22, 4.66, 7.84, 11.18]","[17.72, 4.86, 19.2, 5.24]",0.023,0.21,1.8913
1,4,3,4,9.62,True,out_of_bounds,1.384,"[2.24, 4.68, 7.84]","[14.83, 1.38, 15.38]",0.023,0.345,0.375
1,2,4,4,11.28,False,completed,1.421,"[2.26, 4.74, 7.9, 11.24]","[15.69, 5.21, 13.45, 5.04]",0.024,0.344,1.8865
1,3,3,4,9.68,True,out_of_bounds,1.415,"[2.3, 4.76, 7.94]","[16.34, 3.88, 18.4]",0.022,0.48,0.375
0,2,4,4,11.28,False,completed,1.41,"[2.24, 4.72, 7.88, 11.24]","[15.84, 2.96, 13.43, 4.51]",0.022,0.313,1.8865
0,3,4,4,11.28,False,completed,1.368,"[2.26, 4.72, 7.88, 11.24]","[14.2, 6.53, 17.52, 6.63]",0.023,0.181,1.8865
3,1,1,4,6.72,True,out_of_bounds,0.888,[1.34],[18.86],0.023,0.24,0.125
2,4,2,4,7.74,True,out_of_bounds,1.384,"[2.18, 4.74]","[8.91, 3.2]",0.021,0.093,0.25
0,4,4,4,11.26,False,completed,1.369,"[2.26, 4.72, 7.86, 11.22]","[14.92, 2.47, 15.48, 5.98]",0.024,0.141,1.8881
0,1,4,4,11.26,False,completed,1.422,"[2.26, 4.7, 7.88, 11.22]","[15.96, 5.25, 19.86, 5.88]",0.023,0.416,1.8881
1,5,4,4,11.24,False,completed,1.397,"[2.24, 4.68, 7.86, 11.2]","[13.18, 4.33, 18.94, 7.38]",0.022,0.192,1.8897
0,5,4,4,11.26,False,completed,1.39,"[2.26, 4.7, 7.88, 11.22]","[12.71, 4.02, 17.84, 8.38]",0.023,0.315,1.8881
2,5,3,4,11.1,True,out_of_bounds,1.397,"[2.36, 4.84, 7.88]","[8.09, 11.04, 16.89]",0.024,0.45,0.375
2,3,4,4,11.16,False,completed,1.415,"[2.2, 4.8, 7.88, 11.12]","[29.36, 12.79, 16.2, 28.26]",0.021,0.164,1.8961
2,1,4,4,11.18,False,completed,1.413,"[2.08, 4.82, 7.74, 11.14]","[31.4, 8.15, 8.68, 18.36]",0.027,0.493,1.8945
3,2,0,4,30.0,False,timeout,0.883,[],[],0.028,0.432,0.0
3,3,0,4,30.0,False,timeout,0.868,[],[],0.028,0.374,0.0
3,4,0,4,30.0,False,timeout,0.92,[],[],0.028,0.358,0.0
3,5,0,4,30.0,False,timeout,0.895,[],[],0.028,0.35,0.0
