level,seed,gates_passed,n_gates,lap_time,crashed,crash_reason,max_velocity,gate_times,approach_angles,loop_latency_p50,loop_latency_p99,rollout_score
0,3,3,4,8.74,True,out_of_bounds,1.452,"[2.16, 4.78, 8.28]","[14.08, 1.39, 4.83]",0.023,0.431,0.375
2,1,2,4,6.92,True,out_of_bounds,1.49,"[2.0, 4.86]","[29.24, 7.05]",0.023,0.599,0.25
0,4,3,4,8.76,True,out_of_bounds,1.468,"[2.18, 4.76, 8.28]","[13.05, 1.33, 3.82]",0.022,0.344,0.375
0,5,3,4,8.74,True,out_of_bounds,1.461,"[2.18, 4.76, 8.28]","[10.69, 0.53, 4.92]",0.022,0.321,0.375
0,2,3,4,8.74,True,out_of_bounds,1.469,"[2.16, 4.78, 8.28]","[14.76, 0.27, 3.57]",0.023,0.498,0.375
1,4,3,4,8.72,True,out_of_bounds,1.485,"[2.14, 4.74, 8.24]","[13.65, 1.93, 2.42]",0.021,0.189,0.375
1,2,3,4,8.76,True,out_of_bounds,1.479,"[2.18, 4.8, 8.3]","[14.68, 1.69, 2.38]",0.023,0.398,0.375
0,1,3,4,8.74,True,out_of_bounds,1.493,"[2.16, 4.78, 8.28]","[14.41, 2.33, 3.5]",0.023,0.581,0.375
3,1,0,4,1.34,True,out_of_bounds,0.867,[],[],0.024,0.414,0.0
2,3,2,4,7.1,True,out_of_bounds,1.478,"[2.12, 4.84]","[26.04, 9.61]",0.02,0.471,0.25
1,3,3,4,8.78,True,out_of_bounds,1.478,"[2.2, 4.82, 8.32]","[13.53, 1.35, 4.11]",0.022,0.321,0.375
1,1,3,4,8.7,True,out_of_bounds,1.49,"[2.14, 4.74, 8.26]","[15.16, 1.13, 1.84]",0.022,0.575,0.375
2,5,2,4,8.24,True,out_of_bounds,1.481,"[2.26, 4.88]","[6.75, 7.42]",0.022,0.474,0.25
1,5,3,4,8.72,True,out_of_bounds,1.481,"[2.16, 4.74, 8.26]","[12.28, 0.81, 5.03]",0.023,0.485,0.375
2,2,3,4,11.56,True,out_of_bounds,1.479,"[2.22, 4.68, 8.34]","[10.78, 2.85, 6.95]",0.022,0.327,0.375
2,4,3,4,8.68,True,out_of_bounds,1.485,"[2.1, 4.8, 8.22]","[5.29, 2.73, 8.63]",0.026,0.575,0.375
3,5,0,4,3.16,True,out_of_bounds,1.209,[],[],0.011,0.025,0.0
3,3,0,4,30.0,False,timeout,1.268,[],[],0.009,0.024,0.0
3,4,0,4,30.0,False,timeout,1.218,[],[],0.009,0.024,0.0
3,2,0,4,30.0,False,timeout,1.266,[],[],0.009,0.024,0.0
