level,seed,gates_passed,n_gates,lap_time,crashed,crash_reason,max_velocity,gate_times,approach_angles,loop_latency_p50,loop_latency_p99,rollout_score
2,1,1,4,5.46,True,out_of_bounds,1.544,[2.58],[35.61],0.053,0.677,0.125
2,4,0,4,2.74,True,out_of_bounds,1.555,[],[],0.053,0.603,0.0
1,4,3,4,9.24,True,out_of_bounds,1.555,"[2.86, 5.3, 7.86]","[18.2, 7.63, 21.15]",0.056,0.911,0.375
1,5,3,4,9.24,True,out_of_bounds,1.551,"[2.86, 5.32, 7.88]","[20.58, 6.82, 23.82]",0.051,1.092,0.375
0,4,3,4,9.28,True,out_of_bounds,1.524,"[2.9, 5.34, 7.9]","[20.22, 8.83, 21.41]",0.051,0.923,0.375
0,2,3,4,9.26,True,out_of_bounds,1.523,"[2.9, 5.34, 7.92]","[19.58, 6.63, 20.18]",0.055,0.762,0.375
0,5,3,4,9.26,True,out_of_bounds,1.514,"[2.9, 5.36, 7.92]","[18.69, 6.14, 23.65]",0.051,1.652,0.375
1,3,3,4,9.34,True,out_of_bounds,1.545,"[2.96, 5.44, 8.0]","[18.8, 6.17, 22.53]",0.051,0.822,0.375
0,1,3,4,9.28,True,out_of_bounds,1.549,"[2.9, 5.36, 7.9]","[20.41, 8.9, 23.07]",0.053,0.625,0.375
1,2,3,4,9.28,True,out_of_bounds,1.529,"[2.92, 5.36, 7.94]","[20.39, 6.63, 18.7]",0.053,1.132,0.375
0,3,3,4,9.28,True,out_of_bounds,1.508,"[2.9, 5.36, 7.92]","[20.92, 7.74, 22.33]",0.048,0.495,0.375
1,1,3,4,9.22,True,out_of_bounds,1.544,"[2.86, 5.32, 7.86]","[18.95, 10.24, 23.04]",0.051,1.194,0.375
2,3,3,4,9.42,True,out_of_bounds,1.545,"[2.8, 5.46, 7.94]","[36.88, 16.42, 18.53]",0.052,1.134,0.375
2,2,2,4,7.92,True,out_of_bounds,1.529,"[2.98, 5.24]","[12.96, 9.03]",0.051,0.898,0.25
2,5,3,4,10.78,True,out_of_bounds,1.551,"[3.02, 5.46, 7.9]","[8.1, 8.54, 22.51]",0.063,0.715,0.375
3,1,1,4,7.22,True,out_of_bounds,1.236,[1.92],[18.2],0.078,0.647,0.125
3,2,0,4,30.0,False,timeout,1.033,[],[],0.027,0.063,0.0
3,3,0,4,30.0,False,timeout,1.142,[],[],0.026,0.062,0.0
3,4,0,4,30.0,False,timeout,1.12,[],[],0.027,0.061,0.0
3,5,0,4,30.0,False,timeout,1.035,[],[],0.027,0.06,0.0
