level,seed,gates_passed,n_gates,lap_time,crashed,crash_reason,max_velocity,gate_times,approach_angles,loop_latency_p50,loop_latency_p99,rollout_score
2,4,0,4,2.76,True,out_of_bounds,1.618,[],[],0.051,1.854,0.0
0,5,4,4,12.08,False,completed,1.557,"[2.96, 5.8, 9.1, 12.04]","[2.6, 0.5, 18.46, 5.96]",0.044,0.603,1.8278
2,3,2,4,9.06,True,out_of_bounds,1.626,"[2.9, 5.9]","[11.34, 10.94]",0.044,0.86,0.25
0,4,4,4,12.08,False,completed,1.602,"[2.96, 5.8, 9.1, 12.04]","[4.68, 2.09, 18.84, 5.47]",0.046,0.7,1.8278
1,2,4,4,12.1,False,completed,1.577,"[2.98, 5.82, 9.12, 12.06]","[3.28, 2.11, 19.75, 6.93]",0.045,0.514,1.8264
0,1,4,4,12.08,False,completed,1.645,"[2.96, 5.8, 9.1, 12.04]","[3.69, 1.07, 20.79, 5.1]",0.046,0.685,1.8278
2,2,3,4,9.2,True,out_of_bounds,1.577,"[3.02, 5.72, 9.16]","[4.74, 1.33, 32.94]",0.045,1.082,0.375
1,1,4,4,12.04,False,completed,1.63,"[2.92, 5.76, 9.06, 12.0]","[4.52, 1.87, 20.8, 6.2]",0.044,0.858,1.8306
0,3,4,4,12.08,False,completed,1.611,"[2.94, 5.82, 9.1, 12.04]","[4.8, 1.96, 22.63, 6.72]",0.05,0.576,1.8278
1,4,4,4,12.04,False,completed,1.618,"[2.92, 5.76, 9.06, 12.0]","[2.74, 1.38, 16.83, 9.03]",0.046,0.783,1.8306
1,5,4,4,12.04,False,completed,1.579,"[2.92, 5.78, 9.06, 12.0]","[1.79, 0.84, 16.68, 8.41]",0.049,0.872,1.8306
0,2,4,4,12.08,False,completed,1.604,"[2.96, 5.8, 9.1, 12.04]","[4.46, 0.79, 20.37, 8.0]",0.046,0.668,1.8278
2,5,2,4,9.04,True,out_of_bounds,1.579,"[3.08, 5.88]","[5.22, 8.74]",0.05,1.127,0.25
1,3,4,4,12.14,False,completed,1.626,"[3.0, 5.88, 9.16, 12.1]","[2.11, 0.66, 20.81, 8.95]",0.052,0.728,1.8237
3,1,1,4,8.36,True,out_of_bounds,0.994,[2.44],[1.83],0.054,0.954,0.125
2,1,3,4,11.9,True,out_of_bounds,1.63,"[2.72, 5.86, 8.96]","[14.69, 6.09, 5.5]",0.068,0.633,0.375
3,2,0,4,30.0,False,timeout,0.879,[],[],0.025,0.057,0.0
3,4,0,4,30.0,False,timeout,0.905,[],[],0.026,0.057,0.0
3,3,0,4,30.0,False,timeout,0.924,[],[],0.026,0.054,0.0
3,5,0,4,30.0,False,timeout,0.922,[],[],0.026,0.056,0.0
