level,seed,gates_passed,n_gates,lap_time,crashed,crash_reason,max_velocity,gate_times,approach_angles,loop_latency_p50,loop_latency_p99,rollout_score
0,3,3,4,7.0,True,out_of_bounds,1.488,"[2.3, 4.02, 6.22]","[4.9, 10.06, 19.52]",0.034,0.466,0.375
2,4,0,4,2.16,True,out_of_bounds,1.514,[],[],0.029,0.125,0.0
2,2,2,4,6.24,True,out_of_bounds,1.528,"[2.34, 3.9]","[6.83, 11.61]",0.034,1.046,0.25
0,5,3,4,6.98,True,out_of_bounds,1.5,"[2.3, 4.04, 6.22]","[4.11, 6.85, 18.03]",0.033,0.634,0.375
1,5,3,4,6.98,True,out_of_bounds,1.488,"[2.28, 4.02, 6.2]","[3.8, 5.28, 18.44]",0.033,0.433,0.375
0,4,3,4,6.98,True,out_of_bounds,1.507,"[2.3, 4.02, 6.22]","[4.37, 5.54, 18.73]",0.031,0.386,0.375
1,4,3,4,6.96,True,out_of_bounds,1.514,"[2.28, 3.98, 6.2]","[3.64, 4.6, 20.04]",0.031,0.845,0.375
2,5,3,4,6.98,True,out_of_bounds,1.488,"[2.4, 4.18, 6.22]","[6.68, 20.31, 16.63]",0.03,0.389,0.375
2,3,3,4,7.9,True,out_of_bounds,1.479,"[2.24, 4.08, 6.22]","[11.73, 17.17, 18.21]",0.03,0.501,0.375
0,1,3,4,6.98,True,out_of_bounds,1.479,"[2.3, 4.02, 6.22]","[4.66, 6.08, 17.94]",0.03,0.415,0.375
0,2,3,4,6.98,True,out_of_bounds,1.501,"[2.28, 4.02, 6.22]","[4.43, 8.14, 20.22]",0.032,0.394,0.375
1,3,3,4,7.04,True,out_of_bounds,1.479,"[2.32, 4.06, 6.26]","[5.05, 6.01, 20.31]",0.032,0.549,0.375
1,2,3,4,7.0,True,out_of_bounds,1.528,"[2.3, 4.04, 6.26]","[5.26, 7.57, 20.06]",0.034,0.55,0.375
3,1,1,4,4.68,True,out_of_bounds,1.361,[1.16],[19.68],0.035,0.446,0.125
2,1,2,4,5.26,True,out_of_bounds,1.475,"[2.12, 4.12]","[14.07, 10.24]",0.039,0.272,0.25
1,1,3,4,6.96,True,out_of_bounds,1.475,"[2.26, 4.0, 6.18]","[6.65, 7.5, 18.33]",0.054,0.378,0.375
3,3,0,4,30.0,False,timeout,1.321,[],[],0.008,0.027,0.0
3,2,0,4,30.0,False,timeout,1.305,[],[],0.008,0.029,0.0
3,4,0,4,30.0,False,timeout,1.291,[],[],0.008,0.028,0.0
3,5,0,4,30.0,False,timeout,1.321,[],[],0.008,0.028,0.0
