level,seed,gates_passed,n_gates,lap_time,crashed,crash_reason,max_velocity,gate_times,approach_angles,loop_latency_p50,loop_latency_p99,rollout_score
2,4,0,4,2.94,True,out_of_bounds,1.734,[],[],0.034,0.748,0.0
0,5,2,4,6.92,True,out_of_bounds,1.829,"[3.04, 6.16]","[10.36, 1.18]",0.034,0.654,0.25
0,2,1,4,6.18,True,out_of_bounds,1.851,[3.04],[11.28],0.039,0.61,0.125
1,3,2,4,6.92,True,out_of_bounds,1.808,"[3.02, 6.16]","[13.1, 1.27]",0.036,0.675,0.25
0,1,2,4,6.92,True,out_of_bounds,1.818,"[3.04, 6.16]","[11.02, 1.04]",0.039,1.073,0.25
1,5,2,4,6.98,True,out_of_bounds,1.828,"[3.08, 6.2]","[12.74, 0.63]",0.034,0.881,0.25
1,1,2,4,6.92,True,out_of_bounds,1.83,"[3.02, 6.14]","[13.24, 1.1]",0.037,0.692,0.25
0,3,2,4,6.92,True,out_of_bounds,1.798,"[3.04, 6.16]","[12.03, 1.93]",0.04,0.551,0.25
2,3,2,4,6.9,True,out_of_bounds,1.808,"[2.94, 6.18]","[28.67, 12.91]",0.031,0.678,0.25
0,4,2,4,6.92,True,out_of_bounds,1.802,"[3.06, 6.16]","[11.91, 1.89]",0.04,0.94,0.25
1,4,2,4,6.92,True,out_of_bounds,1.791,"[3.02, 6.14]","[14.22, 2.36]",0.038,0.589,0.25
1,2,1,4,6.22,True,out_of_bounds,1.843,[3.08],[10.81],0.033,0.625,0.125
2,2,2,4,7.06,True,out_of_bounds,1.843,"[3.12, 6.12]","[7.68, 3.83]",0.034,0.695,0.25
2,5,1,4,6.24,True,out_of_bounds,1.828,[3.2],[5.27],0.04,0.973,0.125
3,1,1,4,1.24,True,out_of_bounds,1.496,[1.2],[13.98],0.04,0.136,0.125
2,1,2,4,6.86,True,out_of_bounds,1.83,"[2.88, 6.24]","[30.51, 4.87]",0.032,0.28,0.25
3,2,0,4,1.54,True,out_of_bounds,1.913,[],[],0.022,0.057,0.0
3,5,0,4,4.2,True,out_of_bounds,1.933,[],[],0.022,0.045,0.0
3,4,0,4,6.74,True,out_of_bounds,4.337,[],[],0.021,0.05,0.0
3,3,0,4,8.26,True,out_of_bounds,4.394,[],[],0.021,0.047,0.0
