level,seed,gates_passed,n_gates,lap_time,crashed,crash_reason,max_velocity,gate_times,approach_angles,loop_latency_p50,loop_latency_p99,rollout_score
2,5,0,4,1.66,True,out_of_bounds,1.552,[],[],0.026,0.383,0.0
2,4,0,4,2.14,True,out_of_bounds,1.566,[],[],0.024,0.111,0.0
2,1,2,4,5.16,True,out_of_bounds,1.692,"[2.12, 4.1]","[8.02, 13.09]",0.023,0.739,0.25
0,5,4,4,8.16,False,completed,1.673,"[2.3, 4.02, 6.2, 8.12]","[6.92, 7.79, 20.4, 22.3]",0.021,0.152,2.2255
0,4,4,4,8.18,False,completed,1.717,"[2.3, 4.0, 6.2, 8.14]","[6.87, 7.67, 21.66, 19.8]",0.023,0.65,2.2225
1,5,4,4,8.14,False,completed,1.697,"[2.28, 4.0, 6.18, 8.1]","[7.08, 6.46, 20.57, 22.92]",0.026,0.561,2.2285
0,1,4,4,8.18,False,completed,1.675,"[2.3, 4.0, 6.2, 8.14]","[6.41, 8.12, 20.34, 19.13]",0.025,0.224,2.2225
0,3,4,4,8.16,False,completed,1.674,"[2.3, 4.0, 6.2, 8.12]","[6.06, 11.16, 21.96, 24.35]",0.026,0.491,2.2255
1,3,4,4,8.18,False,completed,1.701,"[2.32, 4.06, 6.24, 8.14]","[6.09, 7.53, 21.81, 26.75]",0.022,0.606,2.2225
2,2,2,4,6.22,True,out_of_bounds,1.624,"[2.34, 3.9]","[9.1, 10.74]",0.023,0.534,0.25
0,2,4,4,8.18,False,completed,1.651,"[2.28, 4.0, 6.2, 8.14]","[6.17, 9.69, 22.19, 20.34]",0.023,0.511,2.2225
1,4,4,4,8.14,False,completed,1.76,"[2.26, 3.98, 6.16, 8.1]","[7.37, 6.06, 22.04, 18.77]",0.024,0.397,2.2285
1,1,4,4,8.14,False,completed,1.692,"[2.26, 3.98, 6.16, 8.1]","[4.57, 9.65, 21.03, 19.12]",0.026,0.633,2.2285
2,3,3,4,7.9,True,out_of_bounds,1.701,"[2.24, 4.08, 6.2]","[6.42, 18.93, 20.72]",0.024,0.787,0.375
1,2,4,4,8.2,False,completed,1.624,"[2.3, 4.02, 6.22, 8.16]","[5.6, 9.57, 21.86, 18.96]",0.026,0.572,2.2195
3,1,1,4,4.64,True,out_of_bounds,1.605,[1.14],[16.66],0.031,0.512,0.125
3,2,0,4,30.0,False,timeout,1.473,[],[],0.011,0.028,0.0
3,3,0,4,30.0,False,timeout,1.48,[],[],0.01,0.027,0.0
3,4,0,4,30.0,False,timeout,1.47,[],[],0.01,0.027,0.0
3,5,0,4,30.0,False,timeout,1.518,[],[],0.01,0.027,0.0
