level,seed,gates_passed,n_gates,lap_time,crashed,crash_reason,max_velocity,gate_times,approach_angles,loop_latency_p50,loop_latency_p99,rollout_score
2,4,0,4,2.02,True,out_of_bounds,1.603,[],[],0.029,0.054,0.0
1,2,3,4,6.0,True,out_of_bounds,1.657,"[2.1, 3.78, 5.94]","[8.3, 8.31, 21.63]",0.028,0.147,0.375
0,1,3,4,5.98,True,out_of_bounds,1.707,"[2.08, 3.78, 5.92]","[7.38, 8.59, 21.1]",0.027,0.351,0.375
0,5,3,4,6.6,True,out_of_bounds,1.694,"[2.1, 3.78, 5.92]","[7.13, 4.21, 20.31]",0.027,0.196,0.375
3,1,0,4,1.16,True,out_of_bounds,1.601,[],[],0.038,0.406,0.0
0,2,3,4,6.6,True,out_of_bounds,1.685,"[2.08, 3.76, 5.92]","[8.59, 7.01, 21.09]",0.028,0.324,0.375
0,4,3,4,6.6,True,out_of_bounds,1.743,"[2.1, 3.78, 5.92]","[6.67, 6.37, 19.71]",0.029,0.358,0.375
2,3,2,4,5.08,True,out_of_bounds,1.719,"[2.06, 3.84]","[20.89, 15.15]",0.029,0.179,0.25
0,3,3,4,6.58,True,out_of_bounds,1.701,"[2.1, 3.78, 5.92]","[7.07, 4.29, 20.06]",0.026,0.224,0.375
2,1,2,4,4.9,True,out_of_bounds,1.719,"[1.94, 3.84]","[24.67, 14.75]",0.029,0.321,0.25
1,5,3,4,6.58,True,out_of_bounds,1.714,"[2.08, 3.76, 5.9]","[8.21, 3.5, 20.44]",0.028,0.247,0.375
1,4,3,4,6.58,True,out_of_bounds,1.772,"[2.06, 3.74, 5.9]","[7.11, 3.88, 19.76]",0.027,0.348,0.375
1,3,3,4,6.64,True,out_of_bounds,1.719,"[2.12, 3.82, 5.96]","[7.96, 3.9, 20.34]",0.028,0.504,0.375
1,1,3,4,6.56,True,out_of_bounds,1.719,"[2.06, 3.74, 5.9]","[7.61, 7.3, 21.14]",0.03,0.39,0.375
2,2,2,4,5.94,True,out_of_bounds,1.657,"[2.14, 3.68]","[6.36, 6.13]",0.029,0.541,0.25
2,5,3,4,7.9,True,out_of_bounds,1.715,"[2.16, 3.88, 5.92]","[5.62, 8.3, 18.02]",0.026,0.228,0.375
3,5,0,4,2.66,True,out_of_bounds,1.565,[],[],0.011,0.031,0.0
3,2,0,4,30.0,False,timeout,1.639,[],[],0.011,0.031,0.0
3,3,0,4,30.0,False,timeout,1.712,[],[],0.011,0.028,0.0
3,4,0,4,30.0,False,timeout,1.629,[],[],0.011,0.03,0.0
