level,seed,gates_passed,n_gates,lap_time,crashed,crash_reason,max_velocity,gate_times,approach_angles,loop_latency_p50,loop_latency_p99,rollout_score
2,4,0,4,2.46,True,out_of_bounds,1.377,[],[],0.042,0.635,0.0
1,4,2,4,6.46,True,out_of_bounds,1.377,"[2.6, 4.9]","[4.18, 2.84]",0.042,0.592,0.25
0,2,2,4,6.52,True,out_of_bounds,1.337,"[2.62, 4.94]","[6.1, 7.31]",0.044,0.396,0.25
0,5,2,4,6.5,True,out_of_bounds,1.346,"[2.62, 4.94]","[7.43, 6.45]",0.042,0.59,0.25
1,5,2,4,6.46,True,out_of_bounds,1.373,"[2.6, 4.9]","[7.64, 4.84]",0.041,0.917,0.25
1,2,2,4,6.54,True,out_of_bounds,1.359,"[2.66, 4.96]","[8.19, 7.93]",0.039,0.693,0.25
0,1,2,4,6.5,True,out_of_bounds,1.388,"[2.64, 4.94]","[4.59, 7.83]",0.044,0.45,0.25
1,1,2,4,6.44,True,out_of_bounds,1.374,"[2.6, 4.9]","[4.6, 7.06]",0.039,0.594,0.25
2,5,2,4,6.48,True,out_of_bounds,1.373,"[2.76, 5.02]","[8.54, 1.37]",0.042,0.939,0.25
0,3,4,4,10.56,False,completed,1.381,"[2.62, 4.94, 7.84, 10.52]","[4.15, 5.86, 20.11, 6.22]",0.044,0.513,1.947
0,4,4,4,10.56,False,completed,1.364,"[2.64, 4.94, 7.82, 10.52]","[4.79, 5.17, 15.93, 7.13]",0.045,0.567,1.947
2,3,3,4,8.98,True,out_of_bounds,1.382,"[2.56, 5.02, 7.84]","[12.71, 15.83, 17.62]",0.041,0.618,0.375
2,1,3,4,10.18,True,out_of_bounds,1.42,"[2.4, 5.0, 7.68]","[12.64, 12.94, 7.5]",0.042,0.722,0.375
2,2,2,4,7.84,True,out_of_bounds,1.46,"[2.72, 4.86]","[7.5, 7.9]",0.044,0.535,0.25
3,1,1,4,4.64,True,out_of_bounds,1.024,[1.22],[27.63],0.042,0.166,0.125
1,3,4,4,10.62,False,completed,1.382,"[2.68, 5.0, 7.9, 10.58]","[5.9, 5.42, 19.66, 7.74]",0.041,0.464,1.9416
3,2,0,4,30.0,False,timeout,0.985,[],[],0.022,0.047,0.0
3,3,0,4,30.0,False,timeout,1.038,[],[],0.022,0.044,0.0
3,4,0,4,30.0,False,timeout,1.0,[],[],0.022,0.047,0.0
3,5,0,4,30.0,False,timeout,0.987,[],[],0.022,0.043,0.0
