level,seed,gates_passed,n_gates,lap_time,crashed,crash_reason,max_velocity,gate_times,approach_angles,loop_latency_p50,loop_latency_p99,rollout_score
1,2,0,4,1.32,True,out_of_bounds,2.696,[],[],0.012,0.345,0.0
2,5,0,4,1.42,True,out_of_bounds,2.458,[],[],0.011,1.044,0.0
2,2,0,4,1.96,True,out_of_bounds,2.696,[],[],0.007,0.02,0.0
2,4,0,4,1.92,True,out_of_bounds,2.415,[],[],0.01,0.086,0.0
0,5,2,4,5.1,True,out_of_bounds,5.414,"[2.04, 3.92]","[8.91, 6.6]",0.01,0.043,0.25
2,1,1,4,4.12,True,out_of_bounds,2.418,[1.88],[6.67],0.01,0.025,0.125
0,3,2,4,5.12,True,out_of_bounds,5.317,"[2.04, 3.92]","[6.87, 12.95]",0.01,0.026,0.25
0,2,2,4,5.08,True,out_of_bounds,5.281,"[2.04, 3.88]","[6.77, 12.7]",0.01,0.06,0.25
1,1,2,4,5.14,True,out_of_bounds,5.37,"[2.04, 3.96]","[6.04, 10.48]",0.01,0.06,0.25
1,3,2,4,5.14,True,out_of_bounds,5.233,"[2.08, 4.02]","[3.45, 9.75]",0.01,0.061,0.25
0,1,2,4,5.14,True,out_of_bounds,5.389,"[2.04, 3.96]","[7.14, 9.34]",0.01,0.039,0.25
0,4,2,4,5.1,True,out_of_bounds,5.365,"[2.04, 3.92]","[5.84, 11.45]",0.01,0.037,0.25
1,4,2,4,5.1,True,out_of_bounds,5.366,"[2.06, 3.96]","[3.2, 8.12]",0.011,0.114,0.25
1,5,2,4,5.16,True,out_of_bounds,5.308,"[2.08, 4.04]","[4.6, 9.22]",0.011,0.117,0.25
2,3,2,4,5.14,True,out_of_bounds,5.233,"[2.02, 4.06]","[9.12, 19.62]",0.011,0.114,0.25
3,1,1,4,4.34,True,out_of_bounds,2.519,[0.82],[13.4],0.022,0.094,0.125
3,2,0,4,30.0,False,timeout,2.305,[],[],0.003,0.01,0.0
3,3,0,4,30.0,False,timeout,2.833,[],[],0.003,0.01,0.0
3,5,0,4,30.0,False,timeout,2.654,[],[],0.003,0.01,0.0
3,4,0,4,30.0,False,timeout,2.83,[],[],0.003,0.01,0.0
