level,seed,gates_passed,n_gates,lap_time,crashed,crash_reason,max_velocity,gate_times,approach_angles,loop_latency_p50,loop_latency_p99,rollout_score
2,4,0,4,2.52,True,out_of_bounds,1.629,[],[],0.039,0.247,0.0
2,5,1,4,2.98,True,out_of_bounds,1.736,[2.8],[33.83],0.041,0.455,0.125
2,2,0,4,2.76,True,out_of_bounds,1.984,[],[],0.043,0.158,0.0
2,3,1,4,5.92,True,out_of_bounds,1.959,[2.68],[36.68],0.04,0.298,0.125
2,1,1,4,8.44,True,out_of_bounds,1.759,[2.36],[38.32],0.04,0.939,0.125
0,5,1,4,30.0,False,timeout,2.07,[2.78],[19.05],0.039,0.476,0.25
1,2,1,4,30.0,False,timeout,1.984,[2.74],[18.83],0.039,0.579,0.25
0,2,1,4,30.0,False,timeout,2.102,[2.76],[19.81],0.037,0.661,0.25
0,4,1,4,30.0,False,timeout,2.012,[2.78],[18.12],0.038,0.797,0.25
1,1,1,4,30.0,False,timeout,1.759,[2.6],[16.08],0.039,0.651,0.25
0,3,1,4,30.0,False,timeout,2.04,[2.78],[18.47],0.04,0.55,0.25
1,5,1,4,30.0,False,timeout,1.736,[2.62],[19.62],0.041,0.777,0.25
0,1,1,4,30.0,False,timeout,2.069,[2.78],[16.03],0.042,0.45,0.25
1,4,1,4,30.0,False,timeout,1.707,[2.62],[15.07],0.041,0.766,0.25
1,3,1,4,30.0,False,timeout,1.959,[2.8],[21.47],0.043,0.545,0.25
3,1,1,4,30.0,False,timeout,1.491,[0.84],[18.07],0.053,0.553,0.25
3,5,0,4,2.62,True,out_of_bounds,3.099,[],[],0.021,0.056,0.0
3,3,0,4,30.0,False,timeout,1.513,[],[],0.017,0.044,0.0
3,2,0,4,30.0,False,timeout,1.491,[],[],0.021,0.047,0.0
3,4,0,4,30.0,False,timeout,1.481,[],[],0.017,0.043,0.0
