level,seed,gates_passed,n_gates,lap_time,crashed,crash_reason,max_velocity,gate_times,approach_angles,loop_latency_p50,loop_latency_p99,rollout_score
2,5,0,4,1.78,True,out_of_bounds,1.264,[],[],0.029,0.409,0.0
2,4,0,4,2.32,True,out_of_bounds,1.281,[],[],0.027,0.418,0.0
1,4,3,4,7.68,True,out_of_bounds,1.687,"[2.44, 4.56, 6.74]","[2.36, 7.08, 22.41]",0.024,0.363,0.375
2,1,2,4,4.7,True,out_of_bounds,1.289,"[2.3, 4.66]","[7.37, 10.3]",0.026,0.134,0.25
0,5,3,4,7.66,True,out_of_bounds,1.711,"[2.42, 4.56, 6.74]","[2.36, 4.88, 23.9]",0.024,0.126,0.375
0,3,3,4,7.66,True,out_of_bounds,1.699,"[2.42, 4.56, 6.74]","[2.76, 8.74, 22.46]",0.026,0.431,0.375
2,2,2,4,6.74,True,out_of_bounds,1.689,"[2.44, 4.44]","[6.52, 7.27]",0.024,0.19,0.25
0,1,3,4,7.66,True,out_of_bounds,1.697,"[2.42, 4.56, 6.74]","[3.41, 7.92, 22.78]",0.029,0.773,0.375
0,4,3,4,7.66,True,out_of_bounds,1.678,"[2.44, 4.56, 6.74]","[2.2, 8.17, 22.38]",0.03,0.438,0.375
1,5,3,4,7.66,True,out_of_bounds,1.725,"[2.42, 4.56, 6.74]","[3.01, 5.06, 24.17]",0.025,0.535,0.375
1,2,3,4,7.64,True,out_of_bounds,1.689,"[2.42, 4.56, 6.74]","[1.84, 6.77, 21.1]",0.024,0.351,0.375
1,3,3,4,7.66,True,out_of_bounds,1.715,"[2.42, 4.56, 6.74]","[3.0, 8.24, 22.59]",0.025,0.744,0.375
1,1,3,4,7.66,True,out_of_bounds,1.686,"[2.44, 4.54, 6.74]","[4.31, 6.84, 22.97]",0.025,0.38,0.375
0,2,3,4,7.66,True,out_of_bounds,1.699,"[2.42, 4.54, 6.74]","[2.32, 6.89, 20.81]",0.027,0.287,0.375
2,3,3,4,8.62,True,out_of_bounds,1.715,"[2.36, 4.58, 6.72]","[5.28, 19.13, 21.96]",0.022,0.48,0.375
3,1,1,4,5.7,True,out_of_bounds,1.263,[1.34],[15.98],0.019,0.087,0.125
3,2,0,4,30.0,False,timeout,1.291,[],[],0.011,0.029,0.0
3,3,0,4,30.0,False,timeout,1.259,[],[],0.011,0.027,0.0
3,5,0,4,30.0,False,timeout,1.317,[],[],0.012,0.027,0.0
3,4,0,4,30.0,False,timeout,1.306,[],[],0.011,0.028,0.0
