level,seed,gates_passed,n_gates,lap_time,crashed,crash_reason,max_velocity,gate_times,approach_angles,loop_latency_p50,loop_latency_p99,rollout_score
2,4,0,4,2.44,True,out_of_bounds,1.609,[],[],0.039,0.224,0.0
0,4,3,4,8.58,True,out_of_bounds,1.593,"[2.64, 4.96, 7.32]","[3.85, 9.14, 21.04]",0.048,0.817,0.375
0,2,3,4,8.58,True,out_of_bounds,1.586,"[2.62, 4.96, 7.32]","[5.2, 10.19, 26.26]",0.046,0.735,0.375
1,1,3,4,8.54,True,out_of_bounds,1.612,"[2.6, 4.92, 7.28]","[4.05, 10.95, 23.56]",0.046,0.778,0.375
1,3,3,4,8.64,True,out_of_bounds,1.64,"[2.68, 5.02, 7.38]","[5.24, 7.08, 22.11]",0.045,0.363,0.375
0,5,3,4,8.58,True,out_of_bounds,1.609,"[2.62, 4.96, 7.32]","[6.65, 9.28, 23.37]",0.048,0.462,0.375
0,1,3,4,8.58,True,out_of_bounds,1.626,"[2.64, 4.96, 7.32]","[3.98, 9.82, 22.07]",0.05,0.615,0.375
1,5,3,4,8.56,True,out_of_bounds,1.632,"[2.6, 4.92, 7.3]","[6.51, 7.57, 21.54]",0.045,0.537,0.375
1,4,3,4,8.54,True,out_of_bounds,1.624,"[2.6, 4.92, 7.28]","[3.48, 5.38, 20.64]",0.047,0.816,0.375
0,3,3,4,8.56,True,out_of_bounds,1.608,"[2.62, 4.96, 7.32]","[3.3, 8.4, 22.39]",0.047,0.689,0.375
2,1,3,4,8.66,True,out_of_bounds,1.612,"[2.4, 5.06, 7.18]","[11.15, 10.86, 10.99]",0.049,0.698,0.375
2,2,2,4,7.34,True,out_of_bounds,1.569,"[2.7, 4.88]","[6.51, 9.79]",0.049,0.829,0.25
2,3,3,4,8.7,True,out_of_bounds,1.64,"[2.58, 5.04, 7.34]","[11.61, 18.34, 18.58]",0.048,1.17,0.375
1,2,3,4,8.6,True,out_of_bounds,1.569,"[2.66, 5.0, 7.34]","[6.89, 12.02, 26.79]",0.049,1.139,0.375
2,5,3,4,9.96,True,out_of_bounds,1.669,"[2.74, 5.06, 7.32]","[7.89, 3.75, 21.16]",0.049,1.035,0.375
3,1,1,4,4.62,True,out_of_bounds,1.134,[1.22],[24.04],0.113,0.501,0.125
3,2,0,4,30.0,False,timeout,1.066,[],[],0.025,0.054,0.0
3,5,0,4,30.0,False,timeout,1.074,[],[],0.026,0.056,0.0
3,4,0,4,30.0,False,timeout,1.076,[],[],0.026,0.054,0.0
3,3,0,4,30.0,False,timeout,1.134,[],[],0.026,0.057,0.0
