level,seed,gates_passed,n_gates,lap_time,crashed,crash_reason,max_velocity,gate_times,approach_angles,loop_latency_p50,loop_latency_p99,rollout_score
1,2,1,4,2.92,True,out_of_bounds,1.442,[2.18],[17.81],0.025,0.534,0.125
0,2,3,4,6.24,True,out_of_bounds,1.484,"[2.16, 3.96, 6.16]","[18.68, 10.64, 28.7]",0.023,0.309,0.375
2,5,1,4,4.32,True,out_of_bounds,1.452,[2.26],[9.64],0.021,0.32,0.125
1,1,3,4,6.22,True,out_of_bounds,1.48,"[2.14, 3.94, 6.12]","[19.62, 11.29, 27.2]",0.024,0.214,0.375
0,1,3,4,6.24,True,out_of_bounds,1.486,"[2.16, 3.98, 6.16]","[18.46, 12.75, 27.12]",0.02,0.121,0.375
0,4,3,4,6.26,True,out_of_bounds,1.504,"[2.18, 3.96, 6.16]","[16.76, 6.55, 29.78]",0.024,0.302,0.375
0,5,3,4,6.86,True,out_of_bounds,1.465,"[2.18, 4.0, 6.16]","[13.93, 15.35, 26.5]",0.024,0.254,0.375
0,3,3,4,6.28,True,out_of_bounds,1.489,"[2.18, 3.98, 6.16]","[15.85, 12.8, 29.52]",0.024,0.568,0.375
1,4,3,4,6.86,True,out_of_bounds,1.51,"[2.14, 3.94, 6.14]","[18.44, 5.8, 30.55]",0.024,0.539,0.375
1,3,3,4,6.94,True,out_of_bounds,1.498,"[2.2, 4.02, 6.2]","[18.04, 7.09, 29.48]",0.023,0.592,0.375
2,1,2,4,4.4,True,out_of_bounds,1.434,"[1.98, 4.2]","[36.89, 55.6]",0.023,0.672,0.25
2,2,2,4,6.16,True,out_of_bounds,1.502,"[2.22, 3.74]","[13.01, 16.69]",0.027,0.811,0.25
2,3,3,4,7.02,True,out_of_bounds,1.498,"[2.12, 4.06, 6.14]","[31.81, 16.5, 25.0]",0.03,0.48,0.375
1,5,3,4,6.86,True,out_of_bounds,1.473,"[2.14, 3.98, 6.12]","[17.96, 16.66, 27.77]",0.027,0.478,0.375
2,4,2,4,6.04,True,out_of_bounds,1.51,"[2.1, 4.04]","[10.56, 21.77]",0.047,0.411,0.25
3,1,1,4,30.0,False,timeout,1.238,[1.96],[7.45],0.009,0.138,0.25
3,2,0,4,30.0,False,timeout,1.218,[],[],0.009,0.024,0.0
3,5,0,4,30.0,False,timeout,1.207,[],[],0.009,0.023,0.0
3,3,0,4,30.0,False,timeout,1.255,[],[],0.009,0.024,0.0
3,4,0,4,30.0,False,timeout,1.149,[],[],0.009,0.022,0.0
