level,seed,gates_passed,n_gates,lap_time,crashed,crash_reason,max_velocity,gate_times,approach_angles,loop_latency_p50,loop_latency_p99,rollout_score
2,4,0,4,2.44,True,out_of_bounds,1.609,[],[],0.051,0.493,0.0
2,5,2,4,6.96,True,out_of_bounds,1.706,"[2.74, 5.42]","[7.93, 7.89]",0.046,0.671,0.25
2,2,2,4,8.24,True,out_of_bounds,1.748,"[2.7, 5.26]","[6.53, 3.19]",0.048,0.797,0.25
0,5,4,4,10.96,False,completed,1.742,"[2.62, 5.34, 8.22, 10.92]","[6.68, 0.79, 17.27, 2.8]",0.041,0.581,1.9124
1,5,4,4,10.94,False,completed,1.722,"[2.6, 5.32, 8.2, 10.9]","[6.54, 1.36, 16.99, 4.81]",0.047,0.764,1.9141
0,1,4,4,10.96,False,completed,1.704,"[2.64, 5.34, 8.22, 10.92]","[4.0, 1.34, 17.66, 4.85]",0.044,0.616,1.9124
0,4,4,4,10.96,False,completed,1.694,"[2.64, 5.34, 8.22, 10.92]","[3.87, 1.31, 17.61, 5.84]",0.049,1.162,1.9124
1,1,4,4,10.92,False,completed,1.718,"[2.6, 5.3, 8.18, 10.88]","[4.07, 1.5, 19.01, 4.63]",0.048,0.712,1.9158
0,3,4,4,10.96,False,completed,1.679,"[2.62, 5.34, 8.22, 10.92]","[3.31, 1.06, 15.89, 4.93]",0.052,0.657,1.9124
0,2,4,4,10.96,False,completed,1.756,"[2.62, 5.32, 8.22, 10.92]","[5.22, 1.37, 17.83, 3.6]",0.049,0.815,1.9124
1,3,4,4,11.02,False,completed,1.718,"[2.68, 5.4, 8.28, 10.98]","[5.26, 1.6, 16.92, 6.66]",0.045,0.664,1.9074
2,1,4,4,10.88,False,completed,1.718,"[2.4, 5.4, 8.1, 10.84]","[11.16, 8.78, 8.38, 18.56]",0.051,1.024,1.9191
1,4,4,4,10.92,False,completed,1.696,"[2.6, 5.3, 8.18, 10.88]","[3.5, 1.48, 18.09, 7.1]",0.049,0.754,1.9158
2,3,4,4,10.88,False,completed,1.718,"[2.58, 5.42, 8.24, 10.84]","[11.62, 11.88, 13.25, 25.09]",0.047,0.684,1.9191
1,2,4,4,10.98,False,completed,1.748,"[2.66, 5.36, 8.24, 10.94]","[6.93, 0.94, 17.51, 4.45]",0.043,0.771,1.9107
3,1,1,4,5.62,True,out_of_bounds,1.108,[1.18],[21.6],0.043,0.161,0.125
3,2,0,4,30.0,False,timeout,1.099,[],[],0.026,0.059,0.0
3,4,0,4,30.0,False,timeout,1.102,[],[],0.027,0.055,0.0
3,3,0,4,30.0,False,timeout,1.101,[],[],0.027,0.057,0.0
3,5,0,4,30.0,False,timeout,1.129,[],[],0.027,0.057,0.0
