level,seed,gates_passed,n_gates,lap_time,crashed,crash_reason,max_velocity,gate_times,approach_angles,loop_latency_p50,loop_latency_p99,rollout_score
2,4,0,4,2.62,True,out_of_bounds,1.223,[],[],0.044,1.832,0.0
0,2,3,4,9.58,True,out_of_bounds,1.281,"[2.84, 5.28, 8.34]","[5.88, 7.94, 21.51]",0.045,0.605,0.375
0,1,3,4,10.06,True,out_of_bounds,1.329,"[2.84, 5.3, 8.34]","[6.79, 6.97, 20.97]",0.046,0.497,0.375
2,2,2,4,8.34,True,out_of_bounds,1.307,"[2.92, 5.18]","[7.63, 9.25]",0.045,0.643,0.25
0,3,3,4,10.08,True,out_of_bounds,1.27,"[2.84, 5.3, 8.34]","[7.71, 6.8, 18.72]",0.043,0.313,0.375
0,5,3,4,10.08,True,out_of_bounds,1.258,"[2.84, 5.3, 8.34]","[7.14, 6.2, 18.9]",0.045,0.828,0.375
1,2,3,4,10.1,True,out_of_bounds,1.307,"[2.88, 5.3, 8.36]","[6.31, 6.21, 22.56]",0.044,1.045,0.375
0,4,3,4,10.06,True,out_of_bounds,1.305,"[2.84, 5.28, 8.34]","[6.78, 6.44, 21.74]",0.042,0.75,0.375
2,5,3,4,10.02,True,out_of_bounds,1.281,"[2.96, 5.42, 8.34]","[3.29, 4.84, 17.85]",0.047,0.91,0.375
1,1,3,4,10.02,True,out_of_bounds,1.308,"[2.8, 5.26, 8.3]","[5.92, 7.68, 22.7]",0.045,0.624,0.375
1,3,3,4,10.14,True,out_of_bounds,1.266,"[2.9, 5.36, 8.4]","[4.61, 6.34, 19.86]",0.043,0.659,0.375
1,4,3,4,10.02,True,out_of_bounds,1.319,"[2.8, 5.24, 8.28]","[4.04, 5.89, 21.1]",0.046,0.504,0.375
3,1,1,4,4.72,True,out_of_bounds,1.034,[1.3],[28.8],0.045,0.276,0.125
2,1,3,4,10.1,True,out_of_bounds,1.308,"[2.58, 5.4, 8.2]","[16.28, 13.17, 13.11]",0.047,0.796,0.375
1,5,3,4,10.04,True,out_of_bounds,1.281,"[2.8, 5.26, 8.32]","[8.56, 7.46, 20.09]",0.047,0.705,0.375
2,3,4,4,11.3,False,completed,1.284,"[2.76, 5.4, 8.36, 11.26]","[16.77, 16.12, 16.72, 28.61]",0.049,0.707,1.885
3,2,0,4,30.0,False,timeout,0.932,[],[],0.027,0.207,0.0
3,3,0,4,30.0,False,timeout,1.029,[],[],0.029,0.31,0.0
3,5,0,4,30.0,False,timeout,0.948,[],[],0.029,0.372,0.0
3,4,0,4,30.0,False,timeout,1.023,[],[],0.029,0.358,0.0
