level,seed,gates_passed,n_gates,lap_time,crashed,crash_reason,max_velocity,gate_times,approach_angles,loop_latency_p50,loop_latency_p99,rollout_score
0,2,0,4,2.34,True,out_of_bounds,1.413,[],[],0.027,0.889,0.0
0,4,0,4,2.34,True,out_of_bounds,1.346,[],[],0.024,0.388,0.0
1,3,0,4,2.42,True,out_of_bounds,1.396,[],[],0.022,0.26,0.0
1,2,0,4,2.34,True,out_of_bounds,1.424,[],[],0.024,0.153,0.0
1,5,0,4,2.36,True,out_of_bounds,1.372,[],[],0.025,0.162,0.0
0,5,0,4,2.34,True,out_of_bounds,1.382,[],[],0.025,0.147,0.0
1,1,0,4,2.32,True,out_of_bounds,1.386,[],[],0.028,0.349,0.0
0,1,0,4,2.34,True,out_of_bounds,1.397,[],[],0.022,0.406,0.0
2,5,0,4,2.48,True,out_of_bounds,1.372,[],[],0.026,0.294,0.0
1,4,0,4,2.36,True,out_of_bounds,1.364,[],[],0.025,0.112,0.0
2,3,1,4,2.34,True,out_of_bounds,1.396,[2.28],[52.92],0.023,0.059,0.125
2,2,0,4,2.3,True,out_of_bounds,1.424,[],[],0.027,0.474,0.0
2,4,0,4,2.22,True,out_of_bounds,1.364,[],[],0.044,0.125,0.0
0,3,0,4,2.36,True,out_of_bounds,1.363,[],[],0.042,0.723,0.0
2,1,1,4,5.22,True,out_of_bounds,1.386,[2.14],[49.85],0.028,0.468,0.125
3,1,1,4,1.46,True,out_of_bounds,0.86,[1.42],[17.14],0.059,0.122,0.125
3,2,0,4,30.0,False,timeout,1.167,[],[],0.009,0.021,0.0
3,4,0,4,30.0,False,timeout,1.184,[],[],0.009,0.023,0.0
3,5,0,4,30.0,False,timeout,1.149,[],[],0.009,0.022,0.0
3,3,0,4,30.0,False,timeout,1.153,[],[],0.009,0.021,0.0
