level,seed,gates_passed,n_gates,lap_time,crashed,crash_reason,max_velocity,gate_times,approach_angles,loop_latency_p50,loop_latency_p99,rollout_score
2,4,0,4,2.44,True,out_of_bounds,1.609,[],[],0.052,0.544,0.0
0,4,3,4,8.18,True,out_of_bounds,1.626,"[2.64, 4.82, 7.52]","[2.6, 3.55, 15.91]",0.046,0.648,0.375
0,5,3,4,8.18,True,out_of_bounds,1.618,"[2.62, 4.82, 7.54]","[4.98, 5.26, 18.05]",0.05,0.504,0.375
1,1,3,4,8.16,True,out_of_bounds,1.678,"[2.6, 4.76, 7.5]","[2.34, 6.0, 14.87]",0.045,2.245,0.375
0,2,3,4,8.18,True,out_of_bounds,1.623,"[2.62, 4.82, 7.54]","[3.53, 6.83, 18.31]",0.049,0.361,0.375
2,2,2,4,7.56,True,out_of_bounds,1.639,"[2.7, 4.74]","[5.99, 6.86]",0.048,0.61,0.25
1,3,3,4,8.24,True,out_of_bounds,1.653,"[2.68, 4.88, 7.6]","[3.69, 4.23, 17.76]",0.046,0.473,0.375
1,5,3,4,8.18,True,out_of_bounds,1.631,"[2.6, 4.78, 7.52]","[4.88, 4.02, 18.27]",0.048,0.585,0.375
0,3,3,4,8.2,True,out_of_bounds,1.643,"[2.62, 4.82, 7.54]","[1.93, 5.33, 19.36]",0.046,0.602,0.375
1,4,3,4,8.16,True,out_of_bounds,1.628,"[2.6, 4.78, 7.48]","[2.11, 3.01, 16.4]",0.051,0.576,0.375
2,1,3,4,8.26,True,out_of_bounds,1.678,"[2.4, 4.9, 7.42]","[10.83, 13.92, 6.68]",0.049,0.598,0.375
1,2,3,4,8.2,True,out_of_bounds,1.639,"[2.64, 4.84, 7.56]","[5.0, 8.53, 16.78]",0.045,0.579,0.375
0,1,3,4,8.2,True,out_of_bounds,1.68,"[2.64, 4.82, 7.54]","[2.25, 6.03, 15.24]",0.049,1.385,0.375
3,1,1,4,4.54,True,out_of_bounds,1.134,[1.22],[24.04],0.042,0.447,0.125
2,5,3,4,9.84,True,out_of_bounds,1.631,"[2.74, 4.92, 7.54]","[6.83, 3.62, 16.46]",0.054,0.724,0.375
2,3,3,4,8.3,True,out_of_bounds,1.653,"[2.58, 4.9, 7.56]","[10.77, 14.73, 15.23]",0.053,0.519,0.375
3,2,0,4,30.0,False,timeout,0.886,[],[],0.025,0.054,0.0
3,3,0,4,30.0,False,timeout,0.94,[],[],0.026,0.054,0.0
3,4,0,4,30.0,False,timeout,0.895,[],[],0.026,0.055,0.0
3,5,0,4,30.0,False,timeout,0.916,[],[],0.026,0.056,0.0
