level,seed,gates_passed,n_gates,lap_time,crashed,crash_reason,max_velocity,gate_times,approach_angles,loop_latency_p50,loop_latency_p99,rollout_score
2,4,0,4,2.16,True,out_of_bounds,1.598,[],[],0.026,2.637,0.0
2,2,2,4,6.3,True,out_of_bounds,1.723,"[2.36, 3.94]","[9.06, 9.24]",0.022,0.486,0.25
1,5,3,4,7.3,True,out_of_bounds,1.724,"[2.32, 4.06, 6.26]","[7.86, 7.65, 18.11]",0.025,0.584,0.375
0,5,4,4,8.4,False,completed,1.699,"[2.32, 4.08, 6.28, 8.36]","[7.35, 9.54, 17.63, 17.37]",0.024,0.807,2.1905
0,3,4,4,8.4,False,completed,1.715,"[2.32, 4.06, 6.3, 8.36]","[6.11, 10.98, 17.38, 17.13]",0.023,0.463,2.1905
1,4,4,4,8.36,False,completed,1.741,"[2.3, 4.02, 6.26, 8.32]","[7.6, 5.44, 19.2, 20.63]",0.022,0.291,2.1962
0,2,4,4,8.4,False,completed,1.697,"[2.32, 4.06, 6.28, 8.36]","[6.69, 9.57, 18.35, 19.68]",0.024,0.478,2.1905
1,3,3,4,7.36,True,out_of_bounds,1.743,"[2.36, 4.1, 6.34]","[7.03, 6.32, 18.13]",0.023,0.387,0.375
0,4,4,4,8.4,False,completed,1.712,"[2.34, 4.06, 6.3, 8.36]","[6.79, 8.58, 18.31, 16.91]",0.021,0.219,2.1905
2,5,3,4,7.58,True,out_of_bounds,1.737,"[2.42, 4.2, 6.28]","[9.23, 9.0, 16.47]",0.024,0.565,0.375
1,2,4,4,8.42,False,completed,1.723,"[2.32, 4.08, 6.32, 8.38]","[6.11, 8.86, 17.83, 19.02]",0.023,0.523,2.1876
1,1,4,4,8.38,False,completed,1.701,"[2.3, 4.04, 6.26, 8.34]","[6.49, 9.15, 16.98, 19.39]",0.023,0.539,2.1933
2,3,4,4,8.28,False,completed,1.743,"[2.28, 4.14, 6.3, 8.24]","[6.39, 17.33, 18.05, 41.81]",0.024,0.369,2.2077
0,1,4,4,8.4,False,completed,1.699,"[2.32, 4.06, 6.28, 8.36]","[7.33, 7.85, 15.93, 18.68]",0.028,0.511,2.1905
2,1,3,4,7.9,True,out_of_bounds,1.701,"[2.14, 4.16, 6.18]","[10.58, 14.05, 13.25]",0.037,0.368,0.375
3,1,1,4,4.58,True,out_of_bounds,1.523,[1.16],[19.23],0.05,0.145,0.125
3,2,0,4,30.0,False,timeout,1.434,[],[],0.01,0.027,0.0
3,3,0,4,30.0,False,timeout,1.402,[],[],0.011,0.026,0.0
3,4,0,4,30.0,False,timeout,1.428,[],[],0.011,0.027,0.0
3,5,0,4,30.0,False,timeout,1.47,[],[],0.011,0.028,0.0
