level,seed,gates_passed,n_gates,lap_time,crashed,crash_reason,max_velocity,gate_times,approach_angles,loop_latency_p50,loop_latency_p99,rollout_score
2,5,0,4,1.66,True,out_of_bounds,1.552,[],[],0.022,0.048,0.0
2,4,0,4,2.14,True,out_of_bounds,1.566,[],[],0.023,0.591,0.0
2,2,2,4,6.22,True,out_of_bounds,1.624,"[2.34, 3.9]","[9.1, 10.74]",0.023,0.524,0.25
1,5,3,4,7.08,True,out_of_bounds,1.698,"[2.28, 4.0, 6.18]","[7.08, 6.46, 20.51]",0.026,0.845,0.375
2,1,2,4,5.16,True,out_of_bounds,1.693,"[2.12, 4.1]","[8.02, 13.09]",0.024,0.481,0.25
0,3,4,4,8.06,False,completed,1.674,"[2.3, 4.0, 6.2, 8.02]","[6.06, 11.16, 21.9, 20.0]",0.025,0.643,2.2407
0,1,4,4,8.06,False,completed,1.675,"[2.3, 4.0, 6.2, 8.02]","[6.41, 8.12, 20.28, 16.14]",0.024,0.293,2.2407
0,4,4,4,8.08,False,completed,1.717,"[2.3, 4.0, 6.2, 8.04]","[6.87, 7.67, 21.59, 16.22]",0.026,0.466,2.2376
0,2,4,4,8.06,False,completed,1.651,"[2.28, 4.0, 6.2, 8.02]","[6.17, 9.69, 22.12, 19.72]",0.024,0.202,2.2407
1,2,4,4,8.08,False,completed,1.624,"[2.3, 4.02, 6.22, 8.04]","[5.6, 9.57, 21.79, 20.33]",0.024,0.592,2.2376
1,1,4,4,8.04,False,completed,1.693,"[2.26, 3.98, 6.16, 8.0]","[4.57, 9.65, 20.96, 15.9]",0.026,0.776,2.2438
1,4,4,4,8.04,False,completed,1.76,"[2.26, 3.98, 6.16, 8.0]","[7.37, 6.06, 21.97, 15.7]",0.025,0.233,2.2438
2,3,3,4,7.9,True,out_of_bounds,1.701,"[2.24, 4.08, 6.2]","[6.42, 18.93, 20.66]",0.024,0.443,0.375
3,1,1,4,4.64,True,out_of_bounds,1.605,[1.14],[16.66],0.023,0.144,0.125
1,3,3,4,7.14,True,out_of_bounds,1.701,"[2.32, 4.06, 6.24]","[6.09, 7.52, 21.75]",0.024,0.505,0.375
0,5,4,4,8.06,False,completed,1.673,"[2.3, 4.02, 6.2, 8.02]","[6.92, 7.79, 20.34, 16.66]",0.028,0.547,2.2407
3,2,0,4,30.0,False,timeout,1.473,[],[],0.01,0.027,0.0
3,3,0,4,30.0,False,timeout,1.48,[],[],0.01,0.026,0.0
3,4,0,4,30.0,False,timeout,1.47,[],[],0.011,0.026,0.0
3,5,0,4,30.0,False,timeout,1.518,[],[],0.011,0.026,0.0
