level,seed,gates_passed,n_gates,lap_time,crashed,crash_reason,max_velocity,gate_times,approach_angles,loop_latency_p50,loop_latency_p99,rollout_score
0,5,1,4,4.5,True,out_of_bounds,1.943,[4.28],[33.44],0.024,0.099,0.125
0,2,1,4,4.42,True,out_of_bounds,1.944,[4.2],[26.94],0.024,0.178,0.125
0,3,1,4,4.5,True,out_of_bounds,1.981,[4.3],[23.44],0.025,0.476,0.125
0,1,1,4,4.5,True,out_of_bounds,1.966,[4.28],[26.48],0.025,0.071,0.125
1,4,1,4,4.7,True,out_of_bounds,1.93,[4.46],[30.02],0.025,0.194,0.125
2,3,1,4,4.18,True,out_of_bounds,2.081,[3.98],[42.56],0.023,0.604,0.125
2,1,1,4,4.02,True,out_of_bounds,1.942,[3.8],[45.92],0.024,0.325,0.125
1,1,1,4,4.48,True,out_of_bounds,1.942,[4.26],[26.75],0.025,0.441,0.125
1,2,1,4,4.42,True,out_of_bounds,2.09,[4.22],[22.51],0.023,0.121,0.125
0,4,1,4,4.58,True,out_of_bounds,2.044,[4.36],[27.81],0.024,0.457,0.125
2,4,0,4,4.3,True,out_of_bounds,1.93,[],[],0.024,0.182,0.0
2,2,1,4,4.42,True,out_of_bounds,2.09,[4.32],[15.04],0.023,0.275,0.125
2,5,1,4,5.1,True,out_of_bounds,1.882,[4.54],[5.43],0.029,0.13,0.125
1,5,1,4,7.32,True,out_of_bounds,1.882,[4.28],[31.37],0.029,0.83,0.125
3,1,1,4,3.18,True,out_of_bounds,1.321,[2.96],[8.0],0.057,0.278,0.125
1,3,2,4,11.46,True,out_of_bounds,2.081,"[4.26, 11.1]","[25.06, 1.38]",0.044,0.466,0.25
3,3,0,4,30.0,False,timeout,1.348,[],[],0.01,0.025,0.0
3,4,0,4,30.0,False,timeout,1.353,[],[],0.012,0.027,0.0
3,2,0,4,30.0,False,timeout,1.444,[],[],0.013,0.026,0.0
3,5,0,4,30.0,False,timeout,1.372,[],[],0.009,0.028,0.0
