level,seed,gates_passed,n_gates,lap_time,crashed,crash_reason,max_velocity,gate_times,approach_angles,loop_latency_p50,loop_latency_p99,rollout_score
2,5,0,4,1.78,True,out_of_bounds,1.286,[],[],0.027,0.63,0.0
2,4,0,4,2.32,True,out_of_bounds,1.307,[],[],0.023,0.076,0.0
2,1,1,4,4.7,True,out_of_bounds,1.309,[2.3],[7.42],0.022,0.14,0.125
0,5,3,4,7.66,True,out_of_bounds,1.711,"[2.42, 4.56, 6.74]","[2.32, 4.88, 23.85]",0.025,0.327,0.375
0,1,3,4,7.66,True,out_of_bounds,1.697,"[2.42, 4.56, 6.74]","[3.36, 7.92, 22.73]",0.023,0.138,0.375
0,2,3,4,7.66,True,out_of_bounds,1.699,"[2.42, 4.54, 6.74]","[2.28, 6.89, 20.76]",0.026,0.407,0.375
1,5,3,4,7.66,True,out_of_bounds,1.725,"[2.42, 4.56, 6.74]","[2.96, 5.06, 24.12]",0.026,0.363,0.375
1,2,3,4,7.64,True,out_of_bounds,1.689,"[2.42, 4.56, 6.74]","[1.81, 6.77, 21.06]",0.025,0.516,0.375
1,1,3,4,7.66,True,out_of_bounds,1.686,"[2.44, 4.54, 6.74]","[4.26, 6.84, 22.92]",0.024,0.559,0.375
0,4,3,4,7.66,True,out_of_bounds,1.679,"[2.44, 4.56, 6.74]","[2.15, 8.17, 22.34]",0.025,0.754,0.375
0,3,3,4,7.66,True,out_of_bounds,1.7,"[2.42, 4.56, 6.74]","[2.71, 8.74, 22.42]",0.026,0.332,0.375
1,4,3,4,7.68,True,out_of_bounds,1.687,"[2.44, 4.56, 6.74]","[2.32, 7.08, 22.37]",0.025,0.443,0.375
2,2,2,4,6.74,True,out_of_bounds,1.689,"[2.44, 4.44]","[6.49, 7.26]",0.025,0.713,0.25
1,3,3,4,7.66,True,out_of_bounds,1.715,"[2.42, 4.56, 6.74]","[2.96, 8.24, 22.55]",0.025,0.495,0.375
3,1,1,4,5.7,True,out_of_bounds,1.263,[1.36],[14.87],0.025,0.349,0.125
2,3,3,4,8.62,True,out_of_bounds,1.715,"[2.36, 4.58, 6.72]","[5.32, 19.13, 21.92]",0.025,0.311,0.375
3,2,0,4,30.0,False,timeout,1.291,[],[],0.011,0.027,0.0
3,3,0,4,30.0,False,timeout,1.259,[],[],0.011,0.027,0.0
3,4,0,4,30.0,False,timeout,1.307,[],[],0.011,0.028,0.0
3,5,0,4,30.0,False,timeout,1.317,[],[],0.011,0.028,0.0
