level,seed,gates_passed,n_gates,lap_time,crashed,crash_reason,max_velocity,gate_times,approach_angles,loop_latency_p50,loop_latency_p99,rollout_score
2,4,0,4,2.44,True,out_of_bounds,1.609,[],[],0.055,0.634,0.0
2,2,1,4,2.8,True,out_of_bounds,1.569,[2.7],[6.35],0.064,2.181,0.125
2,5,2,4,6.54,True,out_of_bounds,1.7,"[2.74, 5.02]","[7.48, 1.56]",0.057,0.935,0.25
1,3,3,4,10.56,True,out_of_bounds,1.736,"[2.68, 5.0, 7.9]","[5.04, 4.02, 19.21]",0.058,0.775,0.375
0,4,4,4,10.62,False,completed,1.684,"[2.64, 4.94, 7.82, 10.58]","[3.68, 3.94, 15.73, 5.76]",0.06,0.771,1.9416
0,3,4,4,10.6,False,completed,1.73,"[2.62, 4.94, 7.84, 10.56]","[3.16, 4.76, 20.38, 6.66]",0.059,0.944,1.9434
0,5,4,4,10.62,False,completed,1.67,"[2.62, 4.94, 7.84, 10.58]","[6.39, 5.17, 18.52, 6.57]",0.06,1.041,1.9416
0,2,4,4,10.62,False,completed,1.697,"[2.62, 4.94, 7.84, 10.58]","[4.98, 5.94, 16.8, 4.75]",0.061,0.95,1.9416
2,3,4,4,10.52,False,completed,1.736,"[2.58, 5.02, 7.86, 10.48]","[11.54, 14.63, 17.02, 28.3]",0.056,0.74,1.9506
1,4,4,4,10.58,False,completed,1.696,"[2.6, 4.9, 7.78, 10.54]","[3.33, 1.73, 16.73, 7.55]",0.059,0.701,1.9452
1,5,4,4,10.58,False,completed,1.703,"[2.6, 4.9, 7.8, 10.54]","[6.25, 3.27, 18.29, 8.52]",0.057,0.572,1.9452
1,2,4,4,10.64,False,completed,1.692,"[2.64, 4.96, 7.86, 10.6]","[6.57, 6.72, 15.84, 5.4]",0.06,0.91,1.9398
0,1,4,4,10.6,False,completed,1.707,"[2.64, 4.94, 7.82, 10.56]","[3.8, 6.41, 19.68, 6.51]",0.059,1.019,1.9434
1,1,4,4,10.58,False,completed,1.725,"[2.6, 4.9, 7.78, 10.54]","[3.87, 5.6, 18.49, 5.18]",0.061,1.229,1.9452
2,1,4,4,10.52,False,completed,1.725,"[2.42, 5.0, 7.7, 10.48]","[10.72, 12.85, 5.83, 19.96]",0.061,0.731,1.9506
3,1,1,4,30.0,False,timeout,1.419,[1.24],[23.4],0.039,0.337,0.25
3,3,0,4,30.0,False,timeout,1.406,[],[],0.031,0.068,0.0
3,2,0,4,30.0,False,timeout,1.45,[],[],0.03,0.068,0.0
3,4,0,4,30.0,False,timeout,1.408,[],[],0.031,0.068,0.0
3,5,0,4,30.0,False,timeout,1.391,[],[],0.031,0.063,0.0
