level,seed,gates_passed,n_gates,lap_time,crashed,crash_reason,max_velocity,gate_times,approach_angles,loop_latency_p50,loop_latency_p99,rollout_score
2,3,0,4,3.34,True,out_of_bounds,1.001,[],[],0.024,0.592,0.0
2,4,0,4,3.28,True,out_of_bounds,1.006,[],[],0.022,0.094,0.0
0,2,3,4,9.58,True,out_of_bounds,1.214,"[3.4, 5.56, 8.46]","[4.35, 6.79, 25.05]",0.024,0.55,0.375
0,4,3,4,9.56,True,out_of_bounds,1.206,"[3.42, 5.54, 8.48]","[4.13, 6.63, 28.39]",0.025,0.754,0.375
0,5,3,4,9.58,True,out_of_bounds,1.239,"[3.42, 5.56, 8.46]","[1.1, 4.89, 24.1]",0.024,0.342,0.375
1,5,3,4,9.58,True,out_of_bounds,1.238,"[3.42, 5.56, 8.48]","[2.25, 5.01, 25.95]",0.024,0.326,0.375
0,1,3,4,9.56,True,out_of_bounds,1.251,"[3.4, 5.56, 8.46]","[3.02, 5.27, 24.54]",0.023,0.476,0.375
2,2,2,4,8.46,True,out_of_bounds,1.229,"[3.44, 5.42]","[7.17, 5.27]",0.024,0.411,0.25
1,3,3,4,9.56,True,out_of_bounds,1.215,"[3.42, 5.58, 8.48]","[1.92, 4.42, 26.21]",0.026,0.373,0.375
0,3,3,4,9.56,True,out_of_bounds,1.216,"[3.42, 5.58, 8.46]","[2.6, 4.83, 25.2]",0.023,0.32,0.375
1,4,3,4,9.56,True,out_of_bounds,1.208,"[3.42, 5.56, 8.48]","[4.24, 5.88, 27.37]",0.025,0.791,0.375
1,2,3,4,9.56,True,out_of_bounds,1.239,"[3.4, 5.56, 8.46]","[4.15, 7.28, 26.48]",0.023,0.481,0.375
1,1,3,4,9.56,True,out_of_bounds,1.263,"[3.4, 5.56, 8.46]","[2.96, 5.5, 24.59]",0.024,0.324,0.375
2,5,3,4,9.54,True,out_of_bounds,1.238,"[3.54, 5.7, 8.5]","[7.14, 9.98, 24.24]",0.023,0.431,0.375
3,1,1,4,5.72,True,out_of_bounds,1.159,[1.38],[15.84],0.026,0.232,0.125
2,1,3,4,9.66,True,out_of_bounds,1.263,"[3.26, 5.7, 8.38]","[10.42, 5.33, 17.53]",0.026,0.256,0.375
3,2,0,4,30.0,False,timeout,1.166,[],[],0.011,0.026,0.0
3,3,0,4,30.0,False,timeout,1.197,[],[],0.01,0.027,0.0
3,4,0,4,30.0,False,timeout,1.177,[],[],0.011,0.027,0.0
3,5,0,4,30.0,False,timeout,1.196,[],[],0.011,0.027,0.0
