level,seed,gates_passed,n_gates,lap_time,crashed,crash_reason,max_velocity,gate_times,approach_angles,loop_latency_p50,loop_latency_p99,rollout_score
2,4,0,4,2.32,True,out_of_bounds,1.314,[],[],0.024,0.22,0.0
2,5,0,4,1.78,True,out_of_bounds,1.301,[],[],0.022,0.102,0.0
1,3,3,4,8.42,True,out_of_bounds,1.406,"[2.42, 4.56, 7.48]","[2.9, 6.91, 22.91]",0.021,0.419,0.375
2,2,2,4,7.46,True,out_of_bounds,1.393,"[2.44, 4.44]","[6.42, 5.69]",0.024,0.189,0.25
0,2,3,4,8.42,True,out_of_bounds,1.361,"[2.42, 4.54, 7.48]","[2.23, 5.48, 23.25]",0.023,0.533,0.375
0,1,3,4,8.42,True,out_of_bounds,1.383,"[2.42, 4.56, 7.48]","[3.31, 6.72, 19.69]",0.021,0.241,0.375
0,4,3,4,8.42,True,out_of_bounds,1.414,"[2.44, 4.56, 7.46]","[2.09, 6.93, 22.45]",0.024,0.596,0.375
0,3,3,4,8.42,True,out_of_bounds,1.357,"[2.42, 4.56, 7.48]","[2.67, 7.42, 24.1]",0.025,0.235,0.375
0,5,3,4,8.42,True,out_of_bounds,1.368,"[2.42, 4.56, 7.48]","[2.26, 3.62, 23.31]",0.024,0.537,0.375
1,2,3,4,8.4,True,out_of_bounds,1.393,"[2.42, 4.56, 7.48]","[1.74, 5.56, 22.9]",0.024,0.559,0.375
2,1,3,4,8.5,True,out_of_bounds,1.382,"[2.3, 4.66, 7.4]","[7.31, 10.47, 14.43]",0.022,0.459,0.375
1,5,3,4,8.42,True,out_of_bounds,1.366,"[2.42, 4.56, 7.48]","[2.96, 3.8, 22.75]",0.022,0.523,0.375
2,3,3,4,9.36,True,out_of_bounds,1.406,"[2.36, 4.58, 7.44]","[5.38, 17.96, 20.55]",0.026,0.478,0.375
1,4,3,4,8.42,True,out_of_bounds,1.402,"[2.44, 4.56, 7.46]","[2.27, 5.82, 21.97]",0.033,0.489,0.375
1,1,3,4,8.42,True,out_of_bounds,1.382,"[2.44, 4.54, 7.48]","[4.22, 5.52, 20.02]",0.028,0.313,0.375
3,1,1,4,5.7,True,out_of_bounds,1.263,[1.36],[15.21],0.056,0.249,0.125
3,3,0,4,30.0,False,timeout,1.304,[],[],0.011,0.027,0.0
3,2,0,4,30.0,False,timeout,1.269,[],[],0.01,0.028,0.0
3,5,0,4,30.0,False,timeout,1.302,[],[],0.011,0.028,0.0
3,4,0,4,30.0,False,timeout,1.284,[],[],0.011,0.027,0.0
