level,seed,gates_passed,n_gates,lap_time,crashed,crash_reason,max_velocity,gate_times,approach_angles,loop_latency_p50,loop_latency_p99,rollout_score
2,1,2,4,5.28,True,out_of_bounds,1.598,"[2.02, 4.04]","[31.0, 12.51]",0.034,0.573,0.25
2,4,2,4,6.12,True,out_of_bounds,1.63,"[2.12, 3.96]","[4.45, 6.41]",0.032,0.279,0.25
0,3,3,4,6.98,True,out_of_bounds,1.609,"[2.2, 3.94, 6.22]","[9.19, 8.52, 25.1]",0.036,0.558,0.375
2,2,2,4,6.22,True,out_of_bounds,1.612,"[2.24, 3.82]","[7.06, 8.69]",0.033,0.702,0.25
0,5,3,4,7.02,True,out_of_bounds,1.59,"[2.2, 3.96, 6.2]","[7.23, 4.15, 22.81]",0.03,0.139,0.375
0,4,4,4,8.38,False,completed,1.757,"[2.2, 3.94, 6.22, 8.34]","[9.82, 7.2, 24.59, 8.98]",0.037,0.687,2.1933
1,4,4,4,8.36,False,completed,1.874,"[2.16, 3.9, 6.18, 8.32]","[11.22, 4.81, 24.96, 9.98]",0.037,0.576,2.1962
1,1,3,4,7.0,True,out_of_bounds,1.598,"[2.16, 3.92, 6.18]","[12.05, 8.44, 24.04]",0.035,0.621,0.375
0,1,3,4,7.02,True,out_of_bounds,1.593,"[2.18, 3.94, 6.2]","[11.19, 7.37, 22.74]",0.035,0.758,0.375
1,2,3,4,7.02,True,out_of_bounds,1.612,"[2.2, 3.94, 6.22]","[11.02, 9.44, 24.59]",0.038,0.721,0.375
1,5,4,4,8.36,False,completed,1.834,"[2.16, 3.94, 6.18, 8.32]","[10.58, 3.17, 23.76, 9.97]",0.039,0.792,2.1962
2,5,3,4,8.24,True,out_of_bounds,1.834,"[2.28, 4.08, 6.2]","[8.31, 10.0, 21.01]",0.038,0.963,0.375
1,3,4,4,8.44,False,completed,1.892,"[2.24, 4.0, 6.26, 8.4]","[9.97, 6.18, 25.34, 9.44]",0.038,0.674,2.1848
0,2,4,4,8.38,False,completed,1.734,"[2.18, 3.94, 6.22, 8.34]","[11.04, 9.52, 25.38, 10.53]",0.036,0.576,2.1933
2,3,4,4,8.32,False,completed,1.892,"[2.14, 4.02, 6.22, 8.28]","[27.49, 17.31, 23.88, 28.57]",0.04,1.159,2.2019
3,1,1,4,6.84,True,out_of_bounds,3.761,[1.18],[12.6],0.039,0.578,0.125
3,3,0,4,1.88,True,out_of_bounds,2.64,[],[],0.02,0.051,0.0
3,2,0,4,5.26,True,out_of_bounds,5.709,[],[],0.018,0.046,0.0
3,5,0,4,3.34,True,out_of_bounds,1.93,[],[],0.019,0.047,0.0
3,4,0,4,4.52,True,out_of_bounds,6.397,[],[],0.019,0.04,0.0
