level,seed,gates_passed,n_gates,lap_time,crashed,crash_reason,max_velocity,gate_times,approach_angles,loop_latency_p50,loop_latency_p99,rollout_score
2,5,0,4,2.28,True,out_of_bounds,1.389,[],[],0.029,0.257,0.0
2,4,0,4,2.82,True,out_of_bounds,1.31,[],[],0.027,0.161,0.0
2,1,1,4,5.2,True,out_of_bounds,1.37,[2.8],[8.01],0.026,0.409,0.125
0,1,3,4,8.7,True,out_of_bounds,1.652,"[2.92, 5.06, 7.34]","[1.26, 9.94, 14.68]",0.027,0.43,0.375
2,2,2,4,7.34,True,out_of_bounds,1.627,"[2.96, 4.94]","[6.15, 9.92]",0.026,0.176,0.25
0,2,3,4,8.68,True,out_of_bounds,1.645,"[2.92, 5.06, 7.34]","[0.83, 10.32, 22.91]",0.027,0.691,0.375
0,3,3,4,8.68,True,out_of_bounds,1.683,"[2.92, 5.06, 7.34]","[1.7, 7.81, 14.6]",0.027,0.259,0.375
1,2,3,4,8.68,True,out_of_bounds,1.627,"[2.92, 5.06, 7.36]","[0.53, 9.65, 23.03]",0.027,0.625,0.375
0,4,3,4,8.66,True,out_of_bounds,1.666,"[2.92, 5.06, 7.34]","[2.57, 9.9, 17.0]",0.029,0.601,0.375
1,3,3,4,8.7,True,out_of_bounds,1.724,"[2.92, 5.06, 7.34]","[2.29, 7.05, 15.98]",0.028,0.187,0.375
1,5,3,4,8.7,True,out_of_bounds,1.706,"[2.94, 5.04, 7.34]","[3.49, 9.27, 16.09]",0.026,0.226,0.375
0,5,3,4,8.68,True,out_of_bounds,1.684,"[2.92, 5.06, 7.36]","[3.11, 9.79, 18.5]",0.027,0.313,0.375
1,4,3,4,8.68,True,out_of_bounds,1.693,"[2.94, 5.06, 7.34]","[2.1, 7.56, 16.02]",0.028,0.357,0.375
1,1,3,4,8.7,True,out_of_bounds,1.651,"[2.92, 5.06, 7.34]","[1.74, 9.36, 15.07]",0.029,0.437,0.375
2,3,3,4,9.96,True,out_of_bounds,1.724,"[2.86, 5.08, 7.28]","[6.45, 18.14, 15.0]",0.028,0.332,0.375
3,1,1,4,5.7,True,out_of_bounds,1.263,[1.36],[14.87],0.03,0.38,0.125
3,3,0,4,30.0,False,timeout,1.292,[],[],0.011,0.031,0.0
3,2,0,4,30.0,False,timeout,1.291,[],[],0.011,0.03,0.0
3,4,0,4,30.0,False,timeout,1.304,[],[],0.012,0.032,0.0
3,5,0,4,30.0,False,timeout,1.317,[],[],0.012,0.033,0.0
