level,seed,gates_passed,n_gates,lap_time,crashed,crash_reason,max_velocity,gate_times,approach_angles,loop_latency_p50,loop_latency_p99,rollout_score
2,5,0,4,1.68,True,out_of_bounds,1.561,[],[],0.031,0.269,0.0
2,4,0,4,2.14,True,out_of_bounds,1.574,[],[],0.031,0.509,0.0
0,1,3,4,7.08,True,out_of_bounds,1.674,"[2.3, 4.0, 6.2]","[6.46, 7.17, 20.04]",0.03,0.226,0.375
0,4,3,4,7.08,True,out_of_bounds,1.694,"[2.3, 4.0, 6.2]","[6.92, 6.75, 21.3]",0.03,0.364,0.375
0,3,4,4,8.04,False,completed,1.699,"[2.3, 4.0, 6.2, 8.0]","[6.08, 10.23, 21.64, 13.38]",0.031,0.465,2.2438
2,2,2,4,6.22,True,out_of_bounds,1.677,"[2.34, 3.9]","[8.98, 9.74]",0.03,0.231,0.25
1,2,4,4,8.06,False,completed,1.677,"[2.3, 4.02, 6.22, 8.02]","[5.64, 8.59, 21.46, 14.35]",0.028,0.409,2.2407
0,2,4,4,8.04,False,completed,1.677,"[2.28, 4.0, 6.2, 8.0]","[6.24, 8.68, 21.92, 14.29]",0.03,0.624,2.2438
1,4,3,4,7.06,True,out_of_bounds,1.722,"[2.26, 3.98, 6.16]","[7.61, 5.18, 22.02]",0.03,0.323,0.375
1,5,3,4,7.08,True,out_of_bounds,1.691,"[2.28, 4.02, 6.18]","[7.16, 6.44, 20.67]",0.027,0.4,0.375
1,3,3,4,7.14,True,out_of_bounds,1.723,"[2.32, 4.06, 6.24]","[6.23, 6.71, 21.83]",0.033,0.515,0.375
1,1,4,4,8.02,False,completed,1.694,"[2.26, 3.98, 6.16, 7.98]","[4.61, 8.76, 20.84, 11.28]",0.03,0.437,2.2469
3,1,1,4,4.64,True,out_of_bounds,1.503,[1.16],[15.79],0.029,0.247,0.125
2,1,3,4,7.92,True,out_of_bounds,1.694,"[2.12, 4.1, 6.1]","[7.87, 13.68, 15.24]",0.031,0.456,0.375
0,5,4,4,8.04,False,completed,1.664,"[2.3, 4.02, 6.2, 8.0]","[6.94, 6.92, 20.18, 11.24]",0.036,1.142,2.2438
2,3,3,4,7.9,True,out_of_bounds,1.723,"[2.24, 4.08, 6.2]","[6.4, 18.24, 20.98]",0.036,0.206,0.375
3,2,0,4,30.0,False,timeout,1.473,[],[],0.014,0.033,0.0
3,3,0,4,30.0,False,timeout,1.481,[],[],0.014,0.031,0.0
3,5,0,4,30.0,False,timeout,1.518,[],[],0.014,0.034,0.0
3,4,0,4,30.0,False,timeout,1.47,[],[],0.014,0.035,0.0
